ID,prediction
0,5.69779166666666
1,7.112857142857144
2,1.2090945999999998
3,1.4474074074074073
4,5.69779166666666
5,35.0
6,5.68734693877551
7,3.78675
8,5.069633699633699
9,7.045700934579439
10,7.842719298245619
11,8.175714285714287
12,8.735298013245034
13,4.270916666666665
14,16.0
15,9.76716312056738
16,6.915
17,4.270916666666665
18,0.696111111111111
19,4.395045871559631
20,6.588958333333331
21,7.904
22,3.4415068493150676
23,3.0985714285714288
24,7.6237142857142866
25,5.069633699633699
26,4.395045871559631
27,14.394242424242421
28,41.36282051282052
29,1.2090945999999998
30,18.845714285714283
31,3.4415068493150676
32,2.8008064516129028
33,2.483571428571428
34,2.269940828402367
35,5.069633699633699
36,4.149103641456585
37,3.3229702970297037
38,4.047919463087247
39,27.474285714285713
40,2.042592592592593
41,5.69779166666666
42,19.56888888888889
43,4.149103641456585
44,6.670467625899283
45,6.071862068965519
46,47.129
47,3.4415068493150676
48,25.63076923076923
49,4.149103641456585
50,9.084047619047618
51,6.670467625899283
52,8.735298013245034
53,1.2090945999999998
54,5.69779166666666
55,4.047919463087247
56,3.3229702970297037
57,6.9023232323232335
58,12.929411764705879
59,11.24625
60,4.395045871559631
61,3.79375
62,6.557297297297295
63,8.735298013245034
64,14.723548387096775
65,5.69779166666666
66,29.857142857142858
67,2.21462962962963
68,22.169999999999998
69,7.826796875000001
70,4.142720588235294
71,4.270916666666665
72,5.68734693877551
73,4.792682926829269
74,25.801538461538453
75,18.097
76,5.69779166666666
77,0.696111111111111
78,3.6950000000000003
79,3.3229702970297037
80,9.214793388429753
81,26.49272727272727
82,10.742295081967214
83,58.034285714285716
84,15.470555555555555
85,13.636666666666665
86,6.9023232323232335
87,3.1714285714285713
88,5.078885350318473
89,23.1
90,4.270916666666665
91,19.13357142857143
92,16.532857142857143
93,4.270916666666665
94,7.904
95,1.7513972307692316
96,5.556
97,3.2346601941747557
98,5.078885350318473
99,13.55674418604651
100,6.670467625899283
101,2.657352941176471
102,4.047919463087247
103,6.658224299065417
104,7.826796875000001
105,15.370909090909093
106,3.2346601941747557
107,1.7513972307692316
108,4.142720588235294
109,5.8036206896551725
110,6.071862068965519
111,5.069633699633699
112,13.884444444444444
113,5.69779166666666
114,5.69779166666666
115,6.670467625899283
116,2.908529411764706
117,0.696111111111111
118,5.383437500000002
119,5.69779166666666
120,16.532857142857143
121,36.63
122,9.214793388429753
123,9.76716312056738
124,2.6676190476190476
125,4.149103641456585
126,2.836830601092894
127,5.8036206896551725
128,5.69779166666666
129,1.3380000657894735
130,5.69779166666666
131,6.130000000000001
132,7.081666666666667
133,5.8036206896551725
134,6.2675
135,6.670467625899283
136,4.639420289855074
137,2.18
138,5.7299999999999995
139,10.878888888888888
140,2.6225
141,2.483571428571428
142,6.863424657534248
143,39.5
144,7.112857142857144
145,4.251190476190477
146,5.383437500000002
147,5.69779166666666
148,45.960869565217386
149,5.383437500000002
150,7.9373809523809555
151,6.071862068965519
152,2.269940828402367
153,1.7513972307692316
154,5.69779166666666
155,21.255
156,3.2346601941747557
157,2.836830601092894
158,14.1
159,33.791666666666664
160,2.657352941176471
161,2.908529411764706
162,45.960869565217386
163,4.326842105263158
164,24.907142857142862
165,2.042592592592593
166,15.852234042553198
167,7.9373809523809555
168,12.929411764705879
169,6.670467625899283
170,5.69779166666666
171,6.2675
172,14.590000000000002
173,3.5215748031496084
174,14.723548387096775
175,33.875
176,7.904
177,16.532857142857143
178,1.3380000657894735
179,1.877
180,9.30952380952381
181,9.76716312056738
182,3.2346601941747557
183,8.735298013245034
184,7.045700934579439
185,4.047919463087247
186,5.69779166666666
187,7.826796875000001
188,11.985517241379316
189,6.670467625899283
190,6.071862068965519
191,2.6676190476190476
192,7.045700934579439
193,9.12175438596491
194,8.735298013245034
195,4.79
196,5.078885350318473
197,7.842719298245619
198,1.3380000657894735
199,2.18
200,6.658224299065417
201,24.907142857142862
202,5.078885350318473
203,7.826796875000001
204,6.9023232323232335
205,2.836830601092894
206,10.290666666666665
207,25.801538461538453
208,5.383437500000002
209,3.5215748031496084
210,5.09
211,3.7888888888888896
212,2.8008064516129028
213,13.55674418604651
214,5.078885350318473
215,6.557297297297295
216,1.3380000657894735
217,0.696111111111111
218,4.142720588235294
219,2.908529411764706
220,6.670467625899283
221,12.929411764705879
222,3.4415068493150676
223,8.735298013245034
224,4.047919463087247
225,2.316388888888889
226,6.8194339622641476
227,4.047919463087247
228,17.568857142857144
229,5.69779166666666
230,10.290666666666665
231,11.985517241379316
232,3.78675
233,5.69779166666666
234,13.55674418604651
235,5.69779166666666
236,10.742295081967214
237,4.395045871559631
238,2.8008064516129028
239,9.76716312056738
240,8.175714285714287
241,10.742295081967214
242,4.142720588235294
243,3.3229702970297037
244,9.084047619047618
245,7.904
246,1.3380000657894735
247,3.3229702970297037
248,5.069633699633699
249,47.129
250,5.069633699633699
251,4.270916666666665
252,11.985517241379316
253,7.826796875000001
254,3.2346601941747557
255,15.146399999999998
256,5.69779166666666
257,9.76716312056738
258,5.078885350318473
259,15.146399999999998
260,17.56692307692308
261,11.24625
262,21.5175
263,13.884444444444444
264,5.078885350318473
265,8.735298013245034
266,6.670467625899283
267,5.69779166666666
268,3.5215748031496084
269,2.836830601092894
270,4.149103641456585
271,4.047919463087247
272,4.142720588235294
273,2.908529411764706
274,4.142720588235294
