ID,prediction
0,5.697791666666654
1,7.112857142857141
2,1.2090946
3,1.4474074074074073
4,5.697791666666654
5,26.462857142857143
6,5.6873469387755105
7,4.05125
8,5.069633699633701
9,7.045700934579441
10,7.842719298245616
11,8.175714285714287
12,8.735298013245036
13,4.270916666666666
14,13.329999999999998
15,9.372705882352943
16,8.36
17,4.270916666666666
18,0.48750000000000004
19,4.395045871559631
20,6.5889583333333315
21,11.166
22,3.441506849315069
23,3.0985714285714283
24,7.623714285714286
25,5.069633699633701
26,4.395045871559631
27,14.432608695652174
28,32.675
29,1.2090946
30,16.1904
31,3.441506849315069
32,2.8008064516129023
33,2.483571428571428
34,2.269940828402368
35,5.069633699633701
36,4.1491452991453
37,3.3229702970297046
38,4.047919463087247
39,30.25875
40,2.0425925925925927
41,5.697791666666654
42,19.568888888888885
43,4.1491452991453
44,6.670467625899286
45,6.071862068965518
46,69.1
47,3.441506849315069
48,20.32
49,4.1491452991453
50,9.08404761904762
51,6.670467625899286
52,8.735298013245036
53,1.2090946
54,5.697791666666654
55,4.047919463087247
56,3.3229702970297046
57,6.902323232323232
58,12.929411764705879
59,11.24625
60,4.395045871559631
61,3.3862500000000004
62,6.557297297297298
63,8.735298013245036
64,14.723548387096775
65,5.697791666666654
66,29.65
67,2.2146296296296297
68,16.8
69,8.171830985915493
70,4.138222222222223
71,4.270916666666666
72,5.6873469387755105
73,4.792682926829268
74,28.25
75,19.514583333333334
76,5.697791666666654
77,1.7649565217391308
78,3.6950000000000003
79,3.3229702970297046
80,9.214793388429753
81,29.68
82,10.742295081967212
83,49.97
84,16.349677419354837
85,13.636666666666665
86,6.902323232323232
87,4.494
88,5.078885350318475
89,23.1
90,4.270916666666666
91,19.30115384615385
92,16.532857142857143
93,4.270916666666666
94,7.855625000000001
95,1.7513972307692307
96,6.566666666666666
97,3.245799999999999
98,5.078885350318475
99,13.55674418604651
100,6.670467625899286
101,2.6573529411764714
102,4.047919463087247
103,6.572903225806451
104,8.171830985915493
105,15.294444444444444
106,3.1703125
107,1.7513972307692307
108,4.138222222222223
109,5.803620689655172
110,6.071862068965518
111,5.069633699633701
112,17.815384615384616
113,5.697791666666654
114,5.697791666666654
115,6.670467625899286
116,2.9085294117647056
117,0.48750000000000004
118,5.3834375
119,5.697791666666654
120,16.532857142857143
121,30.0
122,9.214793388429753
123,10.473508771929824
124,2.6676190476190476
125,4.1491452991453
126,2.8368306010928963
127,6.5889583333333315
128,5.697791666666654
129,1.7649565217391308
130,5.697791666666654
131,6.101666666666667
132,11.5
133,6.5889583333333315
134,6.2675
135,6.670467625899286
136,4.543396226415093
137,2.18
138,5.7299999999999995
139,10.034210526315789
140,3.3862500000000004
141,2.483571428571428
142,6.863424657534246
143,69.1
144,7.112857142857141
145,4.251190476190477
146,5.3834375
147,5.697791666666654
148,74.58
149,5.3834375
150,7.937380952380957
151,6.071862068965518
152,2.269940828402368
153,1.7513972307692307
154,5.697791666666654
155,14.924000000000001
156,3.1703125
157,2.8368306010928963
158,9.2175
159,33.791666666666664
160,2.6573529411764714
161,2.9085294117647056
162,74.58
163,4.326842105263159
164,13.329999999999998
165,2.0425925925925927
166,15.235357142857142
167,7.937380952380957
168,12.929411764705879
169,6.670467625899286
170,5.697791666666654
171,6.2675
172,17.152608695652173
173,3.0728358208955218
174,14.723548387096775
175,32.675
176,7.855625000000001
177,16.532857142857143
178,1.2203419999999998
179,1.8770000000000002
180,10.326000000000002
181,10.473508771929824
182,2.89125
183,8.735298013245036
184,7.045700934579441
185,4.047919463087247
186,5.697791666666654
187,7.333703703703703
188,11.985517241379316
189,6.670467625899286
190,6.071862068965518
191,2.6676190476190476
192,7.045700934579441
193,8.825348837209303
194,8.735298013245036
195,4.790000000000001
196,5.078885350318475
197,7.842719298245616
198,1.7649565217391308
199,2.18
200,6.572903225806451
201,5.265
202,5.078885350318475
203,7.333703703703703
204,6.902323232323232
205,2.8368306010928963
206,10.290666666666665
207,23.71769230769231
208,5.3834375
209,3.0728358208955218
210,5.089999999999999
211,3.7888888888888888
212,2.8008064516129023
213,13.55674418604651
214,5.078885350318475
215,6.557297297297298
216,1.2203419999999998
217,0.48750000000000004
218,4.138222222222223
219,2.9085294117647056
220,6.670467625899286
221,12.929411764705879
222,3.441506849315069
223,8.735298013245036
224,4.047919463087247
225,2.3163888888888895
226,6.8194339622641476
227,4.047919463087247
228,17.56885714285714
229,5.697791666666654
230,10.290666666666665
231,11.985517241379316
232,4.05125
233,5.697791666666654
234,13.55674418604651
235,5.697791666666654
236,10.742295081967212
237,4.395045871559631
238,2.8008064516129023
239,10.473508771929824
240,8.175714285714287
241,10.742295081967212
242,4.138222222222223
243,3.3229702970297046
244,9.08404761904762
245,7.855625000000001
246,1.16153
247,3.3229702970297046
248,5.069633699633701
249,64.375
250,5.069633699633701
251,4.270916666666666
252,11.985517241379316
253,7.333703703703703
254,3.245799999999999
255,15.146400000000002
256,5.697791666666654
257,9.372705882352943
258,5.078885350318475
259,15.146400000000002
260,16.349677419354837
261,11.24625
262,20.492142857142856
263,17.815384615384616
264,5.078885350318475
265,8.735298013245036
266,6.670467625899286
267,5.697791666666654
268,3.68235294117647
269,2.8368306010928963
270,4.1491452991453
271,4.047919463087247
272,4.138222222222223
273,2.9085294117647056
274,4.138222222222223
275,34.839999999999996
276,11.603636363636364
277,15.235357142857142
278,17.152608695652173
279,1.2203419999999998
280,4.138222222222223
281,24.412499999999998
282,6.670467625899286
283,7.581428571428572
284,2.89125
285,5.069633699633701
286,11.985517241379316
287,7.855625000000001
288,5.195555555555556
289,7.855625000000001
290,11.985517241379316
291,9.214793388429753
292,6.670467625899286
293,11.467142857142859
294,6.5889583333333315
295,7.5299999999999985
296,5.3834375
297,11.166
298,4.326842105263159
299,8.735298013245036
300,6.8194339622641476
301,6.572903225806451
302,5.697791666666654
303,10.473508771929824
304,4.1491452991453
305,9.012
306,8.171830985915493
307,7.842719298245616
308,5.1302941176470584
309,13.7375
310,6.572903225806451
311,32.84166666666667
312,6.557297297297298
313,2.6676190476190476
314,4.1491452991453
315,2.8368306010928963
316,2.6676190476190476
317,5.069633699633701
318,3.68235294117647
319,2.0425925925925927
320,5.262702702702702
321,4.138222222222223
322,7.045700934579441
323,9.12125
324,9.08404761904762
325,2.0425925925925927
326,1.7649565217391308
327,7.5299999999999985
328,5.697791666666654
329,29.68
330,10.340857142857145
331,3.1703125
332,2.0425925925925927
333,7.623714285714286
334,10.742295081967212
335,6.5889583333333315
336,1.7649565217391308
337,16.1904
338,4.138222222222223
339,6.572903225806451
340,8.825348837209303
341,14.190000000000001
342,4.047919463087247
343,5.078885350318475
344,9.012
345,5.069633699633701
346,12.909999999999998
347,4.543396226415093
348,23.71769230769231
349,3.6033333333333335
350,4.543396226415093
351,5.3834375
352,2.2146296296296297
353,7.937380952380957
354,3.393736263736264
355,6.557297297297298
356,5.069633699633701
357,10.326000000000002
358,7.045700934579441
359,8.735298013245036
360,3.245799999999999
361,17.815384615384616
362,4.251190476190477
363,3.393736263736264
364,2.19
365,6.902323232323232
366,2.483571428571428
367,19.30115384615385
368,7.581
369,6.765762711864407
370,23.71769230769231
371,5.078885350318475
372,5.6873469387755105
373,1.9495843529411763
